ID_powiatu,year,p2759-turyści-zagraniczni-nierezydenci-pozostałe-kraje
040410615000,2013,16
040410615000,2014,84
040410615000,2015,71
040410615000,2016,43
040410615000,2017,41
040410615000,2018,45
040410615000,2019,122
040410615000,2020,13
040410661000,2005,574
040410661000,2006,733
040410661000,2007,853
040410661000,2008,1341
040410661000,2009,886
040410661000,2010,1611
040410661000,2011,1615
040410661000,2012,1684
040410661000,2013,1774
040410661000,2014,1389
040410661000,2015,2771
040410661000,2016,3446
040410661000,2017,4063
040410661000,2018,3086
040410661000,2019,4476
040410661000,2020,864
040410663000,2005,1404
040410663000,2006,1268
040410663000,2007,1895
040410663000,2008,1629
040410663000,2009,1318
040410663000,2010,1912
040410663000,2011,2285
040410663000,2012,2787
040410663000,2013,2982
040410663000,2014,3427
040410663000,2015,3521
040410663000,2016,3647
040410663000,2017,3697
040410663000,2018,3547
040410663000,2019,4242
040410663000,2020,740
040410702000,2005,1
040410702000,2006,22
040410702000,2007,15
040410702000,2008,25
040410702000,2009,14
040410702000,2010,30
040410702000,2011,24
040410702000,2012,20
040410702000,2013,20
040410702000,2014,24
040410702000,2015,37
040410702000,2016,73
040410702000,2017,65
040410702000,2018,145
040410702000,2019,69
040410702000,2020,8
040410704000,2005,48
040410704000,2006,72
040410704000,2007,33
040410704000,2008,55
040410704000,2009,100
040410704000,2010,57
040410704000,2011,62
040410704000,2012,33
040410704000,2013,57
040410704000,2014,45
040410704000,2015,116
040410704000,2016,52
040410704000,2017,62
040410704000,2018,42
040410704000,2019,57
040410704000,2020,4
040410705000,2005,0
040410705000,2006,0
040410705000,2007,6
040410705000,2008,8
040410705000,2009,3
040410705000,2010,22
040410705000,2011,14
040410705000,2012,10
040410705000,2013,6
040410705000,2014,7
040410705000,2015,51
040410705000,2016,14
040410705000,2017,19
040410705000,2018,19
040410705000,2019,15
040410705000,2020,9
040410706000,2005,0
040410706000,2006,0
040410706000,2007,0
040410706000,2008,0
040410706000,2009,0
040410706000,2010,0
040410706000,2011,0
040410706000,2012,0
040410706000,2013,0
040410706000,2014,0
040410706000,2015,8
040410706000,2016,6
040410706000,2017,2
040410706000,2018,0
040410706000,2019,0
040410706000,2020,0
040410712000,2005,0
040410712000,2006,0
040410712000,2007,0
040410712000,2008,0
040410712000,2009,0
040410712000,2010,0
040410712000,2011,0
040410712000,2012,0
040410712000,2013,0
040410712000,2014,0
040410712000,2015,0
040410712000,2016,1
040410712000,2017,13
040410712000,2018,8
040410712000,2019,1
040410712000,2020,2
040410717000,2005,10
040410717000,2006,7
040410717000,2007,1
040410717000,2008,4
040410717000,2009,14
040410717000,2010,8
040410717000,2011,2
040410717000,2012,3
040410717000,2013,1
040410717000,2014,0
040410717000,2015,0
040410717000,2016,0
040410717000,2017,0
040410717000,2018,0
040410717000,2019,4
040410717000,2020,4
040410762000,2005,83
040410762000,2006,109
040410762000,2007,53
040410762000,2008,107
040410762000,2009,119
040410762000,2010,79
040410762000,2011,119
040410762000,2012,85
040410762000,2013,186
040410762000,2014,153
040410762000,2015,172
040410762000,2016,185
040410762000,2017,100
040410762000,2018,183
040410762000,2019,161
040410762000,2020,72
040410801000,2005,91
040410801000,2006,305
040410801000,2007,254
040410801000,2008,178
040410801000,2009,176
040410801000,2010,214
040410801000,2011,219
040410801000,2012,254
040410801000,2013,260
040410801000,2014,172
040410801000,2015,184
040410801000,2016,230
040410801000,2017,257
040410801000,2018,212
040410801000,2019,187
040410801000,2020,64
040410808000,2005,22
040410808000,2006,10
040410808000,2007,16
040410808000,2008,11
040410808000,2009,2
040410808000,2010,0
040410808000,2011,3
040410808000,2012,0
040410808000,2013,1
040410808000,2014,0
040410808000,2015,2
040410808000,2016,1
040410808000,2017,10
040410808000,2018,14
040410808000,2019,1
040410808000,2020,13
040410811000,2005,0
040410811000,2006,0
040410811000,2007,0
040410811000,2008,0
040410811000,2009,0
040410811000,2010,0
040410811000,2011,0
040410811000,2012,0
040410811000,2013,0
040410811000,2014,0
040410811000,2015,0
040410811000,2016,0
040410811000,2017,0
040410811000,2018,0
040410811000,2019,0
040410811000,2020,0
040410818000,2005,10
040410818000,2006,3
040410818000,2007,8
040410818000,2008,6
040410818000,2009,17
040410818000,2010,27
040410818000,2011,16
040410818000,2012,2
040410818000,2013,21
040410818000,2014,3
040410818000,2015,4
040410818000,2016,29
040410818000,2017,80
040410818000,2018,80
040410818000,2019,36
040410818000,2020,2
040410864000,2005,314
040410864000,2006,220
040410864000,2007,296
040410864000,2008,191
040410864000,2009,171
040410864000,2010,242
040410864000,2011,179
040410864000,2012,140
040410864000,2013,93
040410864000,2014,138
040410864000,2015,225
040410864000,2016,235
040410864000,2017,331
040410864000,2018,359
040410864000,2019,271
040410864000,2020,75
040416707000,2005,173
040416707000,2006,46
040416707000,2007,117
040416707000,2008,98
040416707000,2009,72
040416707000,2010,52
040416707000,2011,222
040416707000,2012,43
040416707000,2013,265
040416707000,2014,152
040416707000,2015,624
040416707000,2016,292
040416707000,2017,271
040416707000,2018,187
040416707000,2019,173
040416707000,2020,47
040416709000,2005,0
040416709000,2006,0
040416709000,2007,0
040416709000,2008,0
040416709000,2009,0
040416709000,2010,3
040416709000,2011,11
040416709000,2012,9
040416709000,2013,1
040416709000,2014,3
040416709000,2015,22
040416709000,2016,22
040416709000,2017,17
040416709000,2018,6
040416709000,2019,3
040416709000,2020,0
040416710000,2005,10
040416710000,2006,5
040416710000,2007,6
040416710000,2008,7
040416710000,2009,19
040416710000,2010,13
040416710000,2011,22
040416710000,2012,31
040416710000,2013,23
040416710000,2014,14
040416710000,2015,8
040416710000,2016,28
040416710000,2017,19
040416710000,2018,12
040416710000,2019,4
040416710000,2020,2
040416719000,2005,45
040416719000,2006,37
040416719000,2007,40
040416719000,2008,104
040416719000,2009,14
040416719000,2010,113
040416719000,2011,42
040416719000,2012,0
040416719000,2013,10
040416719000,2014,18
040416719000,2015,65
040416719000,2016,30
040416719000,2017,57
040416719000,2018,81
040416719000,2019,93
040416719000,2020,18
040416813000,2005,0
040416813000,2006,5
040416813000,2007,9
040416813000,2008,4
040416813000,2009,10
040416813000,2010,13
040416813000,2011,13
040416813000,2012,15
040416813000,2013,12
040416813000,2014,18
040416813000,2015,7
040416813000,2016,14
040416813000,2017,11
040416813000,2018,18
040416813000,2019,30
040416813000,2020,0
040416814000,2005,26
040416814000,2006,22
040416814000,2007,51
040416814000,2008,25
040416814000,2009,34
040416814000,2010,38
040416814000,2011,42
040416814000,2012,136
040416814000,2013,27
040416814000,2014,38
040416814000,2015,55
040416814000,2016,132
040416814000,2017,194
040416814000,2018,137
040416814000,2019,65
040416814000,2020,19
040416816000,2005,3
040416816000,2006,5
040416816000,2007,0
040416816000,2008,3
040416816000,2009,2
040416816000,2010,0
040416816000,2011,0
040416816000,2012,0
040416816000,2013,2
040416816000,2014,2
040416816000,2015,5
040416816000,2016,0
040416816000,2017,9
040416816000,2018,4
040416816000,2019,15
040416816000,2020,9
042214004000,2005,132
042214004000,2006,231
042214004000,2007,349
042214004000,2008,173
042214004000,2009,133
042214004000,2010,212
042214004000,2011,291
042214004000,2012,324
042214004000,2013,441
042214004000,2014,197
042214004000,2015,270
042214004000,2016,277
042214004000,2017,329
042214004000,2018,578
042214004000,2019,310
042214004000,2020,82
042214005000,2005,20
042214005000,2006,18
042214005000,2007,34
042214005000,2008,24
042214005000,2009,19
042214005000,2010,14
042214005000,2011,39
042214005000,2012,86
042214005000,2013,35
042214005000,2014,26
042214005000,2015,51
042214005000,2016,117
042214005000,2017,66
042214005000,2018,120
042214005000,2019,198
042214005000,2020,150
042214010000,2005,9
042214010000,2006,9
042214010000,2007,63
042214010000,2008,90
042214010000,2009,4
042214010000,2010,30
042214010000,2011,23
042214010000,2012,22
042214010000,2013,34
042214010000,2014,27
042214010000,2015,36
042214010000,2016,9
042214010000,2017,32
042214010000,2018,17
042214010000,2019,29
042214010000,2020,19
042214011000,2005,76
042214011000,2006,225
042214011000,2007,115
042214011000,2008,206
042214011000,2009,184
042214011000,2010,348
042214011000,2011,279
042214011000,2012,220
042214011000,2013,187
042214011000,2014,262
042214011000,2015,149
042214011000,2016,283
042214011000,2017,170
042214011000,2018,199
042214011000,2019,662
042214011000,2020,207
042214015000,2005,125
042214015000,2006,710
042214015000,2007,430
042214015000,2008,225
042214015000,2009,196
042214015000,2010,251
042214015000,2011,311
042214015000,2012,269
042214015000,2013,343
042214015000,2014,297
042214015000,2015,493
042214015000,2016,732
042214015000,2017,521
042214015000,2018,498
042214015000,2019,618
042214015000,2020,103
042214101000,2005,14
042214101000,2006,26
042214101000,2007,60
042214101000,2008,29
042214101000,2009,4
042214101000,2010,19
042214101000,2011,7
042214101000,2012,19
042214101000,2013,8
042214101000,2014,21
042214101000,2015,11
042214101000,2016,8
042214101000,2017,7
042214101000,2018,18
042214101000,2019,60
042214101000,2020,27
042214108000,2005,49
042214108000,2006,56
042214108000,2007,61
042214108000,2008,163
042214108000,2009,62
042214108000,2010,72
042214108000,2011,130
042214108000,2012,101
042214108000,2013,80
042214108000,2014,45
042214108000,2015,171
042214108000,2016,118
042214108000,2017,47
042214108000,2018,100
042214108000,2019,87
042214108000,2020,157
042214112000,2005,13
042214112000,2006,11
042214112000,2007,93
042214112000,2008,57
042214112000,2009,105
042214112000,2010,49
042214112000,2011,68
042214112000,2012,89
042214112000,2013,136
042214112000,2014,138
042214112000,2015,126
042214112000,2016,155
042214112000,2017,74
042214112000,2018,126
042214112000,2019,258
042214112000,2020,98
042214163000,2005,67
042214163000,2006,116
042214163000,2007,127
042214163000,2008,173
042214163000,2009,94
042214163000,2010,123
042214163000,2011,113
042214163000,2012,55
042214163000,2013,68
042214163000,2014,177
042214163000,2015,144
042214163000,2016,350
042214163000,2017,1400
042214163000,2018,955
042214163000,2019,750
042214163000,2020,294
042214207000,2005,35
042214207000,2006,44
042214207000,2007,55
042214207000,2008,23
042214207000,2009,71
042214207000,2010,170
042214207000,2011,96
042214207000,2012,102
042214207000,2013,108
042214207000,2014,116
042214207000,2015,132
042214207000,2016,151
042214207000,2017,151
042214207000,2018,113
042214207000,2019,92
042214207000,2020,60
042214209000,2005,186
042214209000,2006,149
042214209000,2007,208
042214209000,2008,275
042214209000,2009,393
042214209000,2010,337
042214209000,2011,447
042214209000,2012,404
042214209000,2013,531
042214209000,2014,358
042214209000,2015,350
042214209000,2016,286
042214209000,2017,340
042214209000,2018,371
042214209000,2019,302
042214209000,2020,71
042214213000,2005,29
042214213000,2006,13
042214213000,2007,13
042214213000,2008,36
042214213000,2009,46
042214213000,2010,78
042214213000,2011,100
042214213000,2012,64
042214213000,2013,79
042214213000,2014,70
042214213000,2015,82
042214213000,2016,89
042214213000,2017,75
042214213000,2018,51
042214213000,2019,41
042214213000,2020,18
042214214000,2005,59
042214214000,2006,36
042214214000,2007,43
042214214000,2008,57
042214214000,2009,101
042214214000,2010,120
042214214000,2011,113
042214214000,2012,117
042214214000,2013,159
042214214000,2014,275
042214214000,2015,268
042214214000,2016,164
042214214000,2017,216
042214214000,2018,142
042214214000,2019,154
042214214000,2020,57
042214216000,2005,0
042214216000,2006,0
042214216000,2007,0
042214216000,2008,0
042214216000,2009,0
042214216000,2010,0
042214216000,2011,0
042214216000,2012,0
042214216000,2013,1
042214216000,2014,1
042214216000,2015,0
042214216000,2016,0
042214216000,2017,0
042214216000,2018,0
042214216000,2019,0
042214216000,2020,0
042214361000,2005,4210
042214361000,2006,4673
042214361000,2007,4485
042214361000,2008,4250
042214361000,2009,5047
042214361000,2010,5145
042214361000,2011,6481
042214361000,2012,9356
042214361000,2013,8992
042214361000,2014,10899
042214361000,2015,13198
042214361000,2016,16907
042214361000,2017,22721
042214361000,2018,29640
042214361000,2019,30443
042214361000,2020,6616
042214362000,2005,1286
042214362000,2006,1254
042214362000,2007,951
042214362000,2008,820
042214362000,2009,1105
042214362000,2010,1414
042214362000,2011,1106
042214362000,2012,1182
042214362000,2013,1328
042214362000,2014,1380
042214362000,2015,821
042214362000,2016,1160
042214362000,2017,1720
042214362000,2018,1182
042214362000,2019,1511
042214362000,2020,304
042214364000,2005,1326
042214364000,2006,1421
042214364000,2007,1418
042214364000,2008,1496
042214364000,2009,1374
042214364000,2010,4074
042214364000,2011,1589
042214364000,2012,2689
042214364000,2013,2290
042214364000,2014,2744
042214364000,2015,6729
042214364000,2016,3313
042214364000,2017,3457
042214364000,2018,2678
042214364000,2019,3149
042214364000,2020,652
042217202000,2005,90
042217202000,2006,68
042217202000,2007,64
042217202000,2008,58
042217202000,2009,52
042217202000,2010,47
042217202000,2011,128
042217202000,2012,45
042217202000,2013,44
042217202000,2014,62
042217202000,2015,51
042217202000,2016,227
042217202000,2017,193
042217202000,2018,91
042217202000,2019,140
042217202000,2020,68
042217203000,2005,8
042217203000,2006,0
042217203000,2007,22
042217203000,2008,15
042217203000,2009,5
042217203000,2010,43
042217203000,2011,11
042217203000,2012,7
042217203000,2013,30
042217203000,2014,12
042217203000,2015,30
042217203000,2016,25
042217203000,2017,18
042217203000,2018,19
042217203000,2019,53
042217203000,2020,15
042217206000,2005,0
042217206000,2006,22
042217206000,2007,46
042217206000,2008,23
042217206000,2009,16
042217206000,2010,7
042217206000,2011,17
042217206000,2012,50
042217206000,2013,45
042217206000,2014,75
042217206000,2015,19
042217206000,2016,36
042217206000,2017,35
042217206000,2018,45
042217206000,2019,71
042217206000,2020,9
042815402000,2005,68
042815402000,2006,32
042815402000,2007,35
042815402000,2008,40
042815402000,2009,30
042815402000,2010,73
042815402000,2011,86
042815402000,2012,47
042815402000,2013,145
042815402000,2014,39
042815402000,2015,19
042815402000,2016,32
042815402000,2017,21
042815402000,2018,104
042815402000,2019,150
042815402000,2020,1
042815403000,2005,60
042815403000,2006,43
042815403000,2007,25
042815403000,2008,14
042815403000,2009,33
042815403000,2010,10
042815403000,2011,26
042815403000,2012,30
042815403000,2013,12
042815403000,2014,2
042815403000,2015,4
042815403000,2016,78
042815403000,2017,17
042815403000,2018,8
042815403000,2019,26
042815403000,2020,38
042815404000,2005,33
042815404000,2006,13
042815404000,2007,6
042815404000,2008,26
042815404000,2009,9
042815404000,2010,7
042815404000,2011,3
042815404000,2012,15
042815404000,2013,4
042815404000,2014,3
042815404000,2015,4
042815404000,2016,1
042815404000,2017,0
042815404000,2018,31
042815404000,2019,36
042815404000,2020,7
042815407000,2005,85
042815407000,2006,115
042815407000,2007,80
042815407000,2008,95
042815407000,2009,61
042815407000,2010,49
042815407000,2011,21
042815407000,2012,127
042815407000,2013,127
042815407000,2014,183
042815407000,2015,235
042815407000,2016,184
042815407000,2017,140
042815407000,2018,152
042815407000,2019,262
042815407000,2020,32
042815412000,2005,0
042815412000,2006,2
042815412000,2007,0
042815412000,2008,0
042815412000,2009,0
042815412000,2010,6
042815412000,2011,68
042815412000,2012,2
042815412000,2013,2
042815412000,2014,0
042815412000,2015,0
042815412000,2016,0
042815412000,2017,0
042815412000,2018,0
042815412000,2019,0
042815412000,2020,0
042815415000,2005,616
042815415000,2006,151
042815415000,2007,200
042815415000,2008,224
042815415000,2009,352
042815415000,2010,245
042815415000,2011,270
042815415000,2012,273
042815415000,2013,361
042815415000,2014,345
042815415000,2015,298
042815415000,2016,328
042815415000,2017,371
042815415000,2018,333
042815415000,2019,415
042815415000,2020,24
042815461000,2005,432
042815461000,2006,225
042815461000,2007,298
042815461000,2008,338
042815461000,2009,401
042815461000,2010,369
042815461000,2011,419
042815461000,2012,288
042815461000,2013,640
042815461000,2014,842
042815461000,2015,720
042815461000,2016,912
042815461000,2017,1186
042815461000,2018,1004
042815461000,2019,802
042815461000,2020,123
042815505000,2005,56
042815505000,2006,39
042815505000,2007,122
042815505000,2008,83
042815505000,2009,160
042815505000,2010,102
042815505000,2011,135
042815505000,2012,136
042815505000,2013,91
042815505000,2014,138
042815505000,2015,121
042815505000,2016,218
042815505000,2017,148
042815505000,2018,126
042815505000,2019,175
042815505000,2020,41
042815506000,2005,92
042815506000,2006,213
042815506000,2007,235
042815506000,2008,284
042815506000,2009,191
042815506000,2010,436
042815506000,2011,381
042815506000,2012,254
042815506000,2013,426
042815506000,2014,563
042815506000,2015,544
042815506000,2016,501
042815506000,2017,1260
042815506000,2018,855
042815506000,2019,758
042815506000,2020,79
042815513000,2005,14
042815513000,2006,4
042815513000,2007,0
042815513000,2008,0
042815513000,2009,0
042815513000,2010,0
042815513000,2011,0
042815513000,2012,1
042815513000,2013,55
042815513000,2014,70
042815513000,2015,0
042815513000,2016,68
042815513000,2017,0
042815513000,2018,5
042815513000,2019,10
042815513000,2020,0
042815516000,2005,19
042815516000,2006,50
042815516000,2007,44
042815516000,2008,62
042815516000,2009,37
042815516000,2010,37
042815516000,2011,23
042815516000,2012,38
042815516000,2013,20
042815516000,2014,19
042815516000,2015,38
042815516000,2016,55
042815516000,2017,139
042815516000,2018,201
042815516000,2019,112
042815516000,2020,32
042815518000,2005,0
042815518000,2006,3
042815518000,2007,2
042815518000,2008,0
042815518000,2009,0
042815518000,2010,10
042815518000,2011,12
042815518000,2012,4
042815518000,2013,11
042815518000,2014,23
042815518000,2015,15
042815518000,2016,23
042815518000,2017,34
042815518000,2018,24
042815518000,2019,13
042815518000,2020,9
042815519000,2005,6
042815519000,2006,6
042815519000,2007,7
042815519000,2008,8
042815519000,2009,171
042815519000,2010,69
042815519000,2011,48
042815519000,2012,8
042815519000,2013,60
042815519000,2014,6
042815519000,2015,1
042815519000,2016,79
042815519000,2017,1
042815519000,2018,82
042815519000,2019,10
042815519000,2020,7
042815601000,2005,12
042815601000,2006,6
042815601000,2007,1
042815601000,2008,4
042815601000,2009,11
042815601000,2010,10
042815601000,2011,21
042815601000,2012,6
042815601000,2013,18
042815601000,2014,24
042815601000,2015,36
042815601000,2016,28
042815601000,2017,46
042815601000,2018,81
042815601000,2019,22
042815601000,2020,8
042815608000,2005,21
042815608000,2006,719
042815608000,2007,38
042815608000,2008,37
042815608000,2009,51
042815608000,2010,91
042815608000,2011,77
042815608000,2012,46
042815608000,2013,75
042815608000,2014,29
042815608000,2015,173
042815608000,2016,84
042815608000,2017,95
042815608000,2018,166
042815608000,2019,136
042815608000,2020,30
042815609000,2005,2
042815609000,2006,1
042815609000,2007,0
042815609000,2008,1
042815609000,2009,42
042815609000,2010,6
042815609000,2011,33
042815609000,2012,42
042815609000,2013,132
042815609000,2014,59
042815609000,2015,50
042815609000,2016,129
042815609000,2017,91
042815609000,2018,70
042815609000,2019,219
042815609000,2020,24
042815610000,2005,312
042815610000,2006,497
042815610000,2007,303
042815610000,2008,437
042815610000,2009,802
042815610000,2010,1627
042815610000,2011,489
042815610000,2012,1049
042815610000,2013,1129
042815610000,2014,1456
042815610000,2015,1820
042815610000,2016,3227
042815610000,2017,2885
042815610000,2018,2688
042815610000,2019,1408
042815610000,2020,96
042815611000,2005,25
042815611000,2006,18
042815611000,2007,17
042815611000,2008,13
042815611000,2009,0
042815611000,2010,43
042815611000,2011,3
042815611000,2012,4
042815611000,2013,8
042815611000,2014,1
042815611000,2015,9
042815611000,2016,0
042815611000,2017,0
042815611000,2018,0
042815611000,2019,0
042815611000,2020,0
042815614000,2005,89
042815614000,2006,88
042815614000,2007,45
042815614000,2008,50
042815614000,2009,46
042815614000,2010,30
042815614000,2011,14
042815614000,2012,31
042815614000,2013,38
042815614000,2014,61
042815614000,2015,68
042815614000,2016,114
042815614000,2017,169
042815614000,2018,173
042815614000,2019,156
042815614000,2020,44
042815617000,2005,0
042815617000,2006,2
042815617000,2007,0
042815617000,2008,2
042815617000,2009,12
042815617000,2010,13
042815617000,2011,3
042815617000,2012,7
042815617000,2013,20
042815617000,2014,14
042815617000,2015,26
042815617000,2016,63
042815617000,2017,65
042815617000,2018,55
042815617000,2019,87
042815617000,2020,4
042815662000,2005,650
042815662000,2006,1282
042815662000,2007,634
042815662000,2008,688
042815662000,2009,833
042815662000,2010,1000
042815662000,2011,1506
042815662000,2012,1557
042815662000,2013,1152
042815662000,2014,1195
042815662000,2015,1521
042815662000,2016,1297
042815662000,2017,1461
042815662000,2018,1394
042815662000,2019,1541
042815662000,2020,305
051011506000,2005,55
051011506000,2006,79
051011506000,2007,227
051011506000,2008,200
051011506000,2009,454
051011506000,2010,460
051011506000,2011,161
051011506000,2012,717
051011506000,2013,967
051011506000,2014,1367
051011506000,2015,1398
051011506000,2016,1046
051011506000,2017,954
051011506000,2018,941
051011506000,2019,729
051011506000,2020,276
051011508000,2005,137
051011508000,2006,203
051011508000,2007,149
051011508000,2008,146
051011508000,2009,139
051011508000,2010,140
051011508000,2011,305
051011508000,2012,425
051011508000,2013,480
051011508000,2014,482
051011508000,2015,529
051011508000,2016,714
051011508000,2017,567
051011508000,2018,452
051011508000,2019,327
051011508000,2020,268
051011520000,2005,608
051011520000,2006,1112
051011520000,2007,2017
051011520000,2008,1293
051011520000,2009,1108
051011520000,2010,617
051011520000,2011,672
051011520000,2012,1201
051011520000,2013,329
051011520000,2014,431
051011520000,2015,326
051011520000,2016,334
051011520000,2017,323
051011520000,2018,648
051011520000,2019,689
051011520000,2020,149
051011521000,2005,0
051011521000,2006,3
051011521000,2007,19
051011521000,2008,35
051011521000,2009,7
051011521000,2010,28
051011521000,2011,15
051011521000,2012,15
051011521000,2013,19
051011521000,2014,35
051011521000,2015,17
051011521000,2016,14
051011521000,2017,34
051011521000,2018,15
051011521000,2019,0
051011521000,2020,0
051011661000,2005,5853
051011661000,2006,7403
051011661000,2007,9805
051011661000,2008,7603
051011661000,2009,8324
051011661000,2010,6852
051011661000,2011,8622
051011661000,2012,10859
051011661000,2013,11332
051011661000,2014,13253
051011661000,2015,20689
051011661000,2016,16087
051011661000,2017,18641
051011661000,2018,19588
051011661000,2019,20251
051011661000,2020,7379
051011701000,2005,165
051011701000,2006,312
051011701000,2007,483
051011701000,2008,880
051011701000,2009,530
051011701000,2010,290
051011701000,2011,300
051011701000,2012,332
051011701000,2013,196
051011701000,2014,238
051011701000,2015,161
051011701000,2016,244
051011701000,2017,223
051011701000,2018,142
051011701000,2019,260
051011701000,2020,175
051011707000,2005,54
051011707000,2006,108
051011707000,2007,39
051011707000,2008,34
051011707000,2009,34
051011707000,2010,21
051011707000,2011,52
051011707000,2012,34
051011707000,2013,34
051011707000,2014,43
051011707000,2015,19
051011707000,2016,98
051011707000,2017,58
051011707000,2018,45
051011707000,2019,25
051011707000,2020,1
051011710000,2005,191
051011710000,2006,272
051011710000,2007,349
051011710000,2008,335
051011710000,2009,174
051011710000,2010,223
051011710000,2011,373
051011710000,2012,569
051011710000,2013,789
051011710000,2014,1089
051011710000,2015,742
051011710000,2016,956
051011710000,2017,1010
051011710000,2018,875
051011710000,2019,809
051011710000,2020,239
051011712000,2005,235
051011712000,2006,143
051011712000,2007,254
051011712000,2008,198
051011712000,2009,228
051011712000,2010,265
051011712000,2011,238
051011712000,2012,223
051011712000,2013,216
051011712000,2014,140
051011712000,2015,398
051011712000,2016,466
051011712000,2017,378
051011712000,2018,627
051011712000,2019,315
051011712000,2020,178
051011716000,2005,234
051011716000,2006,335
051011716000,2007,413
051011716000,2008,464
051011716000,2009,630
051011716000,2010,369
051011716000,2011,412
051011716000,2012,479
051011716000,2013,466
051011716000,2014,471
051011716000,2015,479
051011716000,2016,942
051011716000,2017,545
051011716000,2018,816
051011716000,2019,642
051011716000,2020,173
051011762000,2005,125
051011762000,2006,384
051011762000,2007,371
051011762000,2008,459
051011762000,2009,203
051011762000,2010,134
051011762000,2011,168
051011762000,2012,188
051011762000,2013,131
051011762000,2014,216
051011762000,2015,199
051011762000,2016,277
051011762000,2017,806
051011762000,2018,430
051011762000,2019,435
051011762000,2020,168
051011803000,2005,0
051011803000,2006,0
051011803000,2007,2
051011803000,2008,0
051011803000,2009,0
051011803000,2010,0
051011803000,2011,0
051011803000,2012,1
051011803000,2013,40
051011803000,2014,57
051011803000,2015,39
051011803000,2016,57
051011803000,2017,57
051011803000,2018,56
051011803000,2019,82
051011803000,2020,33
051011809000,2005,0
051011809000,2006,0
051011809000,2007,0
051011809000,2008,0
051011809000,2009,0
051011809000,2010,2
051011809000,2011,0
051011809000,2012,1
051011809000,2013,6
051011809000,2014,9
051011809000,2015,11
051011809000,2016,0
051011809000,2017,0
051011809000,2018,3
051011809000,2019,14
051011809000,2020,4
051011811000,2005,74
051011811000,2006,156
051011811000,2007,18
051011811000,2008,6
051011811000,2009,42
051011811000,2010,3
051011811000,2011,24
051011811000,2012,32
051011811000,2013,43
051011811000,2014,77
051011811000,2015,70
051011811000,2016,83
051011811000,2017,161
051011811000,2018,139
051011811000,2019,97
051011811000,2020,813
051011814000,2005,7
051011814000,2006,34
051011814000,2007,37
051011814000,2008,38
051011814000,2009,43
051011814000,2010,36
051011814000,2011,34
051011814000,2012,86
051011814000,2013,109
051011814000,2014,59
051011814000,2015,89
051011814000,2016,71
051011814000,2017,161
051011814000,2018,166
051011814000,2019,109
051011814000,2020,441
051011817000,2005,110
051011817000,2006,118
051011817000,2007,136
051011817000,2008,265
051011817000,2009,313
051011817000,2010,405
051011817000,2011,320
051011817000,2012,307
051011817000,2013,677
051011817000,2014,764
051011817000,2015,268
051011817000,2016,303
051011817000,2017,268
051011817000,2018,209
051011817000,2019,240
051011817000,2020,73
051011818000,2005,99
051011818000,2006,107
051011818000,2007,117
051011818000,2008,26
051011818000,2009,12
051011818000,2010,30
051011818000,2011,36
051011818000,2012,30
051011818000,2013,21
051011818000,2014,13
051011818000,2015,42
051011818000,2016,35
051011818000,2017,21
051011818000,2018,11
051011818000,2019,41
051011818000,2020,14
051011819000,2005,18
051011819000,2006,15
051011819000,2007,37
051011819000,2008,58
051011819000,2009,57
051011819000,2010,85
051011819000,2011,90
051011819000,2012,67
051011819000,2013,106
051011819000,2014,94
051011819000,2015,76
051011819000,2016,154
051011819000,2017,69
051011819000,2018,119
051011819000,2019,33
051011819000,2020,21
051011902000,2005,48
051011902000,2006,48
051011902000,2007,23
051011902000,2008,57
051011902000,2009,70
051011902000,2010,164
051011902000,2011,99
051011902000,2012,235
051011902000,2013,247
051011902000,2014,563
051011902000,2015,173
051011902000,2016,266
051011902000,2017,276
051011902000,2018,153
051011902000,2019,214
051011902000,2020,320
051011904000,2005,4
051011904000,2006,0
051011904000,2007,0
051011904000,2008,1
051011904000,2009,0
051011904000,2010,19
051011904000,2011,2
051011904000,2012,0
051011904000,2013,1
051011904000,2014,0
051011904000,2015,4
051011904000,2016,2
051011904000,2017,8
051011904000,2018,1
051011904000,2019,6
051011904000,2020,3
051011905000,2005,26
051011905000,2006,57
051011905000,2007,50
051011905000,2008,98
051011905000,2009,97
051011905000,2010,54
051011905000,2011,66
051011905000,2012,79
051011905000,2013,248
051011905000,2014,123
051011905000,2015,89
051011905000,2016,86
051011905000,2017,56
051011905000,2018,167
051011905000,2019,84
051011905000,2020,37
051011913000,2005,25
051011913000,2006,37
051011913000,2007,97
051011913000,2008,39
051011913000,2009,87
051011913000,2010,185
051011913000,2011,158
051011913000,2012,871
051011913000,2013,189
051011913000,2014,162
051011913000,2015,170
051011913000,2016,285
051011913000,2017,298
051011913000,2018,273
051011913000,2019,421
051011913000,2020,103
051011915000,2005,0
051011915000,2006,0
051011915000,2007,0
051011915000,2008,0
051011915000,2009,0
051011915000,2010,0
051011915000,2011,0
051011915000,2012,0
051011915000,2013,0
051011915000,2014,0
051011915000,2015,0
051011915000,2016,0
051011915000,2017,0
051011915000,2018,0
051011915000,2019,0
051011915000,2020,0
051011963000,2005,114
051011963000,2006,89
051011963000,2007,113
051011963000,2008,122
051011963000,2009,92
051011963000,2010,67
051011963000,2011,71
051011963000,2012,67
051011963000,2013,126
051011963000,2014,93
051011963000,2015,59
051011963000,2016,58
051011963000,2017,62
051011963000,2018,89
051011963000,2019,72
